"id","name","label","description","color","fillColor","weight","rawWeight","lat","lng","start","end","time","date","source","target","edgeLabel","edgeColor","edgeWeight","relationship","enlightement","edgeStart","edgeEnd","emoji","extra"
"34aaf11b-5277-4e3e-a358-89d89d7fdad2","BNA Records","BNA Records","United States (US)","","","","","38.9072","-77.0369","2012-06-04","","","","","","","","","","","","","2012-06-04"
"385a7a15-5552-41c0-97b9-d6d43c96a635","RCA Records Label Nashville","RCA Records Label Nashville","United States (US)","","","","","38.9072","-77.0369","","","","","","","","","","","","","",""
"64a2ae66-16af-41c3-ab8f-3c5735bb7952","Sony Music Nashville","Sony Music Nashville","United States (US)","","","","","38.9072","-77.0369","","","","","","","","","","","","","",""
"6e82c5cc-2c14-4add-9d1a-34ae826a452d","Arista Nashville","Arista Nashville","United States (US)","","","","","38.9072","-77.0369","1989","","","","","","","","","","","","","1989"
"a4507e33-b7f9-4246-8cdf-291a8900f8bb","Lucky Dog","Lucky Dog","Nashville","","","","","82.0","0.0","","","","","","","","","","","","","",""
"eb3b1e10-43aa-492a-a647-389af3c49e3f","Columbia Nashville","Columbia Nashville","United States (US)","","","","","38.9072","-77.0369","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","64a2ae66-16af-41c3-ab8f-3c5735bb7952","6e82c5cc-2c14-4add-9d1a-34ae826a452d","label ownership","","1","label ownership","","","","","Arista Nashville"
"","","","","","","","","","","","","","","64a2ae66-16af-41c3-ab8f-3c5735bb7952","eb3b1e10-43aa-492a-a647-389af3c49e3f","label ownership","","1","label ownership","","","","","Columbia Nashville"
"","","","","","","","","","","","","","","64a2ae66-16af-41c3-ab8f-3c5735bb7952","a4507e33-b7f9-4246-8cdf-291a8900f8bb","label ownership","","1","label ownership","","","","","Lucky Dog"
"","","","","","","","","","","","","","","64a2ae66-16af-41c3-ab8f-3c5735bb7952","34aaf11b-5277-4e3e-a358-89d89d7fdad2","label ownership","","1","label ownership","","","2012-06-04","","BNA Records"
"","","","","","","","","","","","","","","64a2ae66-16af-41c3-ab8f-3c5735bb7952","385a7a15-5552-41c0-97b9-d6d43c96a635","label ownership","","1","label ownership","","","","","RCA Records Label Nashville"
